position,league,age,matches,starts,minutes,goals,annual_wage,non_penalty_goals,shots_total,assists,shot_creating_actions,passes_attempted,pass_completion,progressive_passes,progressive_carries,successful_take_ons,touches_att_pen,progressive_passes_rec,tackles,interceptions,blocks,clearances,aerials_won,penalty_play
"MF,DF",Bundesliga,26.0,33,22,2013,1,1800000.0,0.04,1.15,0.0,2.55,48.36,0.759,3.82,1.74,0.76,2.46,5.91,1.7,0.89,1.23,2.12,0.93,-0.1817345838594364
"MF,DF",Bundesliga,25.0,30,26,2246,7,840000.0,0.23,1.53,0.12,3.01,29.95,0.714,3.01,2.29,1.88,2.72,5.53,2.11,0.41,1.27,1.1,0.84,-0.1817345838594364
"MF,DF",Bundesliga,29.0,28,18,1690,4,1600000.0,0.15,1.19,0.12,2.23,77.02,0.901,5.04,1.08,0.27,0.81,0.5,1.42,1.04,0.96,0.81,0.96,-0.1817345838594364
DF,Bundesliga,25.0,13,6,481,0,250000.0,0.0,0.51,0.0,2.06,36.34,0.712,3.6,1.54,0.86,1.37,3.09,1.03,1.2,2.23,2.57,0.51,-0.1817345838594364
FW,La Liga,35.0,33,30,2611,17,27080000.0,0.45,2.99,0.25,2.4,20.22,0.701,2.38,1.56,0.62,5.44,5.44,0.4,0.22,0.57,0.62,1.95,2.2317403317104554
"DF,FW",Bundesliga,27.0,25,14,1260,3,1800000.0,0.21,2.21,0.28,3.1,52.0,0.736,5.17,1.93,0.62,3.03,6.41,1.93,0.69,1.24,1.66,0.9,-0.1817345838594364
"MF,DF",Serie A,30.0,31,27,2225,1,2780000.0,0.04,1.41,0.08,2.02,55.17,0.905,4.46,1.41,0.3,1.64,1.11,2.25,1.3,1.3,1.56,1.6,-0.1817345838594364
"DF,FW",Bundesliga,23.0,5,0,84,0,190000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
MF,La Liga,22.0,26,22,1736,1,420000.0,0.05,1.3,0.05,4.72,34.37,0.709,3.16,3.94,2.59,2.28,5.7,2.28,0.83,1.56,0.36,0.62,-0.1817345838594364
"FW,MF",Serie A,33.0,27,22,1858,4,1030000.0,0.13,1.1,0.17,2.5,29.77,0.791,3.26,1.82,0.89,1.86,4.1,0.85,0.38,0.89,0.93,0.17,0.4216341450330366
FW,Serie A,23.0,342,120,1391,50,560000.0,0.31,3.2,0.0,2.13,16.13,0.58,1.19,1.51,0.88,4.46,4.02,0.75,0.25,1.19,1.07,3.64,5.851952705065293
"MF,DF",Bundesliga,29.0,30,27,2283,6,2830000.0,0.22,1.23,0.09,2.28,45.0,0.732,3.45,0.98,0.19,2.28,4.4,2.15,1.33,1.83,2.72,2.15,-0.1817345838594364
"FW,MF",Bundesliga,25.0,29,14,1348,10,600000.0,0.67,2.87,0.13,3.0,35.05,0.741,3.07,3.34,1.74,4.34,6.88,1.0,0.93,1.07,1.4,1.07,-0.1817345838594364
DF,Bundesliga,31.0,24,20,1917,1,1500000.0,0.04,0.33,0.0,0.7,54.44,0.813,3.58,0.33,0.12,0.82,0.16,1.65,0.82,1.19,3.29,1.98,0.1102947928615624
DF,Bundesliga,27.0,31,31,2738,2,2460000.0,0.06,0.86,0.0,0.54,68.96,0.876,4.04,0.48,0.06,1.27,0.19,1.4,1.02,1.05,4.3,2.74,-0.1817345838594364
DF,La Liga,27.0,29,28,2469,2,2800000.0,0.06,0.42,0.0,0.56,61.61,0.887,3.72,0.75,0.03,0.73,0.03,1.15,1.17,0.84,3.3,3.91,-0.1817345838594364
MF,Bundesliga,21.0,34,24,2136,6,720000.0,0.26,1.41,0.13,2.68,42.89,0.743,4.62,1.76,0.88,2.02,2.55,2.46,1.94,2.64,1.28,0.57,-0.1817345838594364
MF,Premier League,26.0,22,12,930,1,4531741.0,0.1,1.65,0.1,2.71,71.81,0.836,6.58,1.55,1.06,2.81,3.0,2.03,1.35,1.45,1.45,1.16,-0.1817345838594364
MF,La Liga,29.0,32,23,1916,3,6670000.0,0.13,1.14,0.23,3.48,67.26,0.828,8.03,2.76,1.14,1.43,2.47,1.43,0.62,1.4,0.72,0.2,-0.1817345838594364
FW,Premier League,23.0,25,18,1592,9,453174.0,0.51,4.13,0.06,2.2,12.55,0.613,1.07,0.45,0.28,6.67,4.3,0.4,0.34,0.51,1.13,4.18,-0.1817345838594364
"MF,DF",La Liga,24.0,32,17,1459,3,620000.0,0.14,2.34,0.23,3.83,40.7,0.755,2.8,5.65,1.92,5.33,9.72,1.82,0.47,1.03,1.07,0.33,-0.1817345838594364
FW,La Liga,23.0,32,27,2267,10,12500000.0,0.45,3.35,0.18,4.05,37.34,0.882,3.17,5.72,2.06,7.23,10.17,0.6,0.33,0.78,0.23,0.25,0.1102947928615624
FW,La Liga,33.0,21,16,1215,2,1080000.0,0.14,2.34,0.21,2.13,21.08,0.633,0.99,0.5,0.07,3.62,4.12,0.85,0.57,1.14,0.21,1.06,-0.1817345838594364
DF,Bundesliga,26.0,13,10,906,1,1700000.0,0.08,0.38,0.0,1.84,53.83,0.832,5.76,2.99,0.54,1.23,3.84,1.23,0.69,1.46,2.3,0.54,-0.1817345838594364
"FW,MF",Bundesliga,26.0,27,22,1840,3,720000.0,0.25,3.0,0.18,3.56,29.61,0.71,2.36,2.33,0.88,3.77,6.8,0.85,0.32,0.81,1.06,1.52,0.1102947928615624
MF,Serie A,26.0,32,15,1533,3,2960000.0,0.16,1.82,0.21,2.14,43.5,0.803,5.73,0.37,0.37,1.44,1.77,1.44,0.54,0.86,0.8,1.71,-0.1817345838594364
FW,Ligue 1,28.0,32,30,2488,8,1090000.0,0.17,1.31,0.27,5.65,51.56,0.673,5.39,3.5,2.63,2.42,10.13,1.65,0.37,1.14,0.27,0.84,1.6283716028179829
"FW,MF",Ligue 1,25.0,175,160,1494,50,1200000.0,0.41,1.79,0.05,2.82,38.39,0.82,6.46,4.82,2.72,2.97,5.07,0.72,0.36,0.41,0.15,0.15,-0.1817345838594364
"DF,FW",Ligue 1,26.0,19,2,370,0,1820000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
FW,La Liga,28.0,24,11,898,3,2600000.0,0.33,1.74,0.0,1.09,20.76,0.67,2.07,1.2,0.54,3.37,4.57,0.54,0.11,0.43,0.76,2.39,-0.1817345838594364
"FW,MF",Bundesliga,24.0,33,30,2601,4,360000.0,0.14,1.16,0.17,3.91,41.82,0.773,4.83,2.55,1.43,2.24,5.81,1.12,0.31,1.26,0.61,0.78,-0.1817345838594364
FW,Serie A,31.0,31,29,2552,12,8970000.0,0.48,2.26,0.14,2.58,21.1,0.706,1.32,1.35,0.48,4.81,7.64,0.21,0.05,0.27,0.71,1.62,0.1102947928615624
MF,La Liga,27.0,16,9,821,0,730000.0,0.0,0.59,0.0,1.67,45.88,0.878,3.68,1.67,1.17,0.33,0.59,1.51,1.34,1.09,1.42,2.01,-0.1817345838594364
DF,La Liga,25.0,24,21,1968,1,7000000.0,0.03,0.99,0.03,1.06,69.54,0.881,4.35,0.86,0.34,1.51,0.41,1.34,0.69,1.17,2.95,2.47,-0.1817345838594364
DF,Ligue 1,25.0,12,6,598,0,1000000.0,0.14,1.09,0.0,0.82,43.09,0.775,2.59,1.91,0.68,1.36,2.32,2.86,1.36,2.18,3.95,1.23,-0.1817345838594364
MF,Premier League,30.0,32,30,2618,5,1812696.0,0.2,2.32,0.13,3.84,50.76,0.823,5.7,1.72,2.25,1.42,1.39,1.66,0.89,0.83,1.69,1.39,-0.1817345838594364
DF,Serie A,24.0,25,15,1455,0,490000.0,0.0,0.39,0.0,0.62,41.97,0.858,1.8,0.39,0.11,0.96,0.34,1.52,1.29,1.07,3.76,1.74,-0.1817345838594364
DF,Ligue 1,31.0,24,21,1853,1,1500000.0,0.04,0.56,0.12,1.98,59.78,0.816,5.08,1.82,0.28,1.61,7.22,2.38,1.13,1.73,2.06,1.09,-0.1817345838594364
MF,Serie A,28.0,29,26,2068,6,5130000.0,0.31,1.82,0.03,2.71,31.77,0.847,3.64,3.36,1.57,2.99,4.56,1.08,0.37,0.86,0.43,1.73,-0.1817345838594364
MF,La Liga,33.0,34,34,2954,3,750000.0,0.03,1.31,0.03,2.12,45.73,0.798,4.49,0.89,0.34,0.83,1.0,2.8,1.0,1.66,1.57,1.4,1.0250028739255097
DF,La Liga,28.0,27,20,1788,2,570000.0,0.11,0.74,0.0,1.54,40.71,0.691,4.03,0.8,0.16,0.64,2.07,1.8,1.17,1.01,3.02,1.17,-0.1817345838594364
"FW,MF",La Liga,30.0,29,18,1517,3,1150000.0,0.16,1.58,0.11,3.59,43.87,0.673,3.22,0.74,0.95,2.27,6.7,1.85,0.79,1.32,1.27,1.74,-0.1817345838594364
"DF,FW",La Liga,32.0,27,24,1927,0,830000.0,0.0,0.64,0.04,2.11,43.41,0.668,3.26,2.39,1.59,1.51,5.45,2.07,1.15,1.83,1.91,0.72,-0.1817345838594364
"FW,MF",La Liga,31.0,30,17,1571,0,800000.0,0.05,1.17,0.05,2.33,28.15,0.727,2.0,1.58,0.98,2.14,4.15,2.8,1.03,1.4,0.89,1.4,-0.1817345838594364
MF,Serie A,31.0,26,17,1472,3,1280000.0,0.16,2.37,0.11,2.26,41.67,0.779,4.68,1.4,0.59,0.38,2.42,1.72,0.22,1.29,0.86,1.34,-0.1817345838594364
MF,Premier League,29.0,36,34,2817,0,3021160.0,0.0,1.28,0.15,3.54,40.23,0.764,5.16,1.86,1.62,2.11,2.47,2.57,1.56,1.62,1.62,0.73,-0.1817345838594364
MF,Premier League,22.0,251,120,1110,10,9063481.0,0.17,1.8,0.06,3.84,41.1,0.819,6.57,2.79,1.74,3.2,5.52,2.09,1.1,1.74,0.99,0.7,-0.1817345838594364
"MF,DF",Premier League,24.0,11,5,503,0,2127319.0,0.0,0.42,0.08,2.42,60.5,0.771,3.67,2.58,0.83,0.67,3.17,0.92,1.08,1.0,2.83,1.0,-0.1817345838594364
MF,Premier League,26.0,34,20,1935,1,1510580.0,0.04,1.32,0.0,1.28,36.38,0.787,3.15,0.81,0.17,1.87,1.62,2.98,0.89,1.91,2.09,1.74,-0.1817345838594364
"FW,MF",Ligue 1,34.0,29,14,1458,2,1440000.0,0.11,1.84,0.16,4.88,56.06,0.797,6.51,4.77,1.25,4.77,10.03,3.09,0.27,1.84,0.27,0.38,-0.1817345838594364
DF,Premier League,27.0,29,27,2469,0,10876178.0,0.0,0.66,0.0,1.19,95.88,0.941,6.04,1.32,0.05,1.03,0.5,1.42,1.05,1.08,2.72,1.87,-0.1817345838594364
"DF,FW",Serie A,25.0,10,1,191,0,1480000.0,0.0,0.37,0.0,2.75,54.81,0.783,2.75,3.3,1.83,1.65,5.32,2.2,0.37,0.73,2.93,0.92,-0.1817345838594364
MF,Serie A,27.0,28,19,1717,0,1280000.0,0.0,1.73,0.16,3.3,45.45,0.747,3.41,1.0,0.79,0.68,1.26,1.89,0.31,0.84,1.52,0.58,-0.1817345838594364
DF,Serie A,22.0,12,2,356,0,640000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
DF,Bundesliga,23.0,2,1,109,0,3000000.0,0.14,0.83,0.0,3.05,61.16,0.807,6.38,2.63,1.25,1.8,6.38,3.05,0.97,1.53,3.05,1.8,-0.1817345838594364
DF,Ligue 1,21.0,10,8,719,0,650000.0,0.0,0.38,0.13,0.63,44.19,0.853,3.0,0.13,0.5,0.75,0.0,2.5,1.5,0.88,4.51,1.75,-0.1817345838594364
MF,Bundesliga,26.0,23,13,1184,0,3780000.0,0.0,0.44,0.0,1.8,57.19,0.856,3.83,1.04,0.33,0.33,1.42,1.64,1.31,1.97,1.31,1.26,-0.1817345838594364
MF,Ligue 1,24.0,27,17,1519,0,840000.0,0.0,0.26,0.0,1.6,49.83,0.891,4.21,0.71,0.37,0.52,1.01,1.34,0.82,0.75,1.12,0.3,-0.1817345838594364
MF,La Liga,33.0,1,0,28,0,300000.0,0.25,1.11,0.0,2.34,35.53,0.633,2.46,3.93,0.86,3.44,9.71,0.74,0.12,0.74,1.97,0.61,-0.1817345838594364
DF,Serie A,25.0,28,28,2441,1,900000.0,0.04,0.41,0.04,0.66,71.38,0.893,2.73,0.52,0.15,0.48,0.18,1.0,0.55,1.22,3.54,1.62,-0.1817345838594364
DF,Premier League,30.0,18,7,711,1,906348.0,0.13,1.14,0.0,2.52,55.16,0.723,4.29,2.78,0.38,1.26,3.91,3.28,0.63,1.26,1.39,0.5,-0.1817345838594364
"FW,MF",Serie A,29.0,17,6,536,0,1000000.0,0.0,0.96,0.0,4.81,47.81,0.755,4.33,4.65,1.44,2.25,7.22,1.93,0.16,2.57,0.48,0.32,-0.1817345838594364
MF,La Liga,23.0,33,25,2258,1,700000.0,0.04,0.89,0.07,1.91,42.56,0.771,3.79,0.64,0.5,1.2,1.24,3.37,1.45,1.06,2.37,2.55,-0.1817345838594364
FW,Serie A,24.0,24,12,1017,1,5130000.0,0.18,2.45,0.18,4.36,37.35,0.773,4.48,4.78,2.45,5.44,11.71,1.31,0.48,0.3,0.42,0.6,-0.1817345838594364
DF,Ligue 1,30.0,21,20,1726,3,2270000.0,0.11,0.91,0.0,1.06,49.19,0.883,2.91,0.45,0.11,1.93,0.49,1.77,1.4,1.4,4.3,2.42,-0.1817345838594364
"FW,MF",Ligue 1,27.0,22,4,582,1,510000.0,0.15,2.01,0.15,4.33,43.45,0.722,5.1,3.09,0.93,3.56,10.36,2.32,0.46,0.62,0.46,0.15,0.1102947928615624
"DF,FW",Serie A,20.0,22,2,630,1,640000.0,0.12,1.16,0.23,3.47,49.97,0.748,3.59,3.35,0.46,2.66,8.79,2.66,0.58,1.62,2.2,1.04,-0.1817345838594364
MF,Ligue 1,27.0,25,10,1017,1,210000.0,0.07,1.19,0.0,2.52,38.91,0.831,4.83,1.89,0.56,1.89,2.38,2.87,0.7,1.12,0.91,0.56,-0.1817345838594364
DF,Ligue 1,30.0,6,2,185,0,3200000.0,0.0,0.0,0.0,0.0,48.77,0.911,2.58,0.0,0.0,0.0,0.0,1.19,1.19,0.4,2.38,0.79,-0.1817345838594364
DF,Serie A,24.0,33,20,1871,0,830000.0,0.0,1.09,0.09,2.1,50.81,0.811,3.24,2.96,0.55,1.91,5.88,1.41,0.82,1.5,1.96,0.36,-0.1817345838594364
"FW,MF",Serie A,23.0,26,0,380,0,830000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
MF,Serie A,22.0,31,27,2305,1,1850000.0,0.07,1.21,0.07,2.34,48.27,0.853,4.46,1.72,0.37,1.13,2.74,1.28,0.91,0.84,1.1,0.62,-0.1817345838594364
"FW,MF",Serie A,20.0,10,3,343,1,170000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
MF,Premier League,26.0,36,33,2915,1,2416928.0,0.03,0.77,0.06,1.91,44.24,0.873,4.79,1.88,0.62,1.24,0.86,2.35,0.71,1.48,1.85,1.95,-0.1817345838594364
MF,Serie A,26.0,29,21,1987,1,900000.0,0.04,1.95,0.16,3.39,32.82,0.761,3.51,2.31,0.68,1.67,3.63,1.04,1.0,0.92,1.08,0.32,-0.1817345838594364
FW,La Liga,28.0,25,19,1662,1,1490000.0,0.06,2.63,0.17,3.94,34.97,0.757,2.69,3.03,0.91,3.94,10.4,0.69,0.23,0.69,0.57,0.34,0.1102947928615624
MF,Ligue 1,30.0,3,1,88,0,840000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
MF,La Liga,27.0,25,18,1473,2,1250000.0,0.13,1.06,0.04,2.46,48.33,0.863,5.22,1.66,1.15,2.12,2.38,2.21,1.23,2.04,1.44,1.61,-0.1817345838594364
DF,Premier League,25.0,11,8,739,0,1812696.0,0.0,0.0,0.0,0.51,56.63,0.892,2.14,0.61,0.1,0.31,0.2,1.73,0.71,2.35,3.27,1.63,-0.1817345838594364
"FW,MF",Serie A,23.0,10,0,164,0,560000.0,0.0,1.43,0.0,2.38,23.3,0.648,1.78,4.4,2.85,4.04,7.49,1.66,0.24,1.66,0.48,1.66,-0.1817345838594364
"FW,MF",Serie A,29.0,22,3,564,3,2180000.0,0.29,2.67,0.0,2.67,20.9,0.653,1.91,0.48,0.57,3.72,4.29,1.05,0.57,0.48,0.76,1.91,-0.1817345838594364
"FW,MF",Bundesliga,30.0,20,8,801,1,600000.0,0.11,3.48,0.22,3.48,21.24,0.698,2.02,1.69,0.79,5.84,4.72,1.57,0.56,1.8,0.79,1.57,-0.1817345838594364
FW,Bundesliga,26.0,511,51,491,2,2120000.0,0.37,1.1,0.18,2.38,25.48,0.712,2.38,0.37,0.37,2.2,3.3,1.47,0.55,0.92,2.2,3.12,-0.1817345838594364
FW,Ligue 1,28.0,1113,95,1322,30,3323277.0,0.16,2.88,0.21,4.05,39.62,0.712,3.62,5.22,1.97,4.9,11.93,1.17,0.32,0.85,0.53,0.11,0.1102947928615624
DF,La Liga,25.0,28,24,2115,1,170000.0,0.04,0.84,0.0,0.27,56.49,0.885,2.93,0.31,0.13,0.44,0.04,1.24,0.84,1.02,4.49,2.31,-0.1817345838594364
MF,La Liga,29.0,33,14,1354,1,12000000.0,0.17,1.26,0.17,1.93,43.01,0.806,2.3,1.05,0.5,2.35,2.47,3.35,0.92,2.3,3.18,2.68,-0.1817345838594364
MF,Premier League,27.0,24,13,1122,1,3806662.0,0.08,1.06,0.0,2.05,39.05,0.866,3.41,1.06,0.45,1.74,2.05,2.5,1.29,1.44,1.44,0.91,-0.1817345838594364
DF,Premier League,27.0,5,5,416,0,1215611.0,0.0,0.45,0.0,0.3,39.87,0.78,1.51,0.15,0.0,0.91,0.0,0.91,1.06,1.81,4.98,3.17,-0.1817345838594364
"FW,MF",Premier League,27.0,31,17,1811,7,3625393.0,0.32,2.1,0.08,1.29,31.52,0.818,3.23,1.37,0.44,2.42,2.26,1.98,0.65,1.62,2.38,1.82,-0.1817345838594364
DF,Serie A,30.0,30,25,2178,1,2560000.0,0.03,0.47,0.0,0.89,52.81,0.843,4.51,1.13,0.3,1.07,1.37,1.81,1.07,0.74,2.11,1.84,-0.1817345838594364
MF,Premier League,26.0,34,29,2657,6,3021160.0,0.2,1.34,0.06,1.71,40.66,0.802,4.64,0.73,0.32,2.93,3.98,1.74,0.49,1.45,0.7,0.52,-0.1817345838594364
DF,Bundesliga,25.0,20,16,1431,0,2820000.0,0.0,0.65,0.0,0.41,56.04,0.892,3.37,0.24,0.24,0.95,0.12,1.6,1.18,1.42,4.97,1.54,-0.1817345838594364
FW,Bundesliga,33.0,9,4,446,0,1140000.0,0.16,2.13,0.16,2.13,22.42,0.555,2.45,1.15,0.33,4.91,4.58,0.16,0.16,0.82,0.65,4.58,-0.1817345838594364
MF,Bundesliga,33.0,8,1,61,0,2500000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
DF,Serie A,24.0,25,23,1978,0,380000.0,0.0,0.17,0.0,0.61,47.0,0.84,1.96,0.52,0.35,0.26,0.13,1.74,0.65,2.09,5.31,1.61,-0.1817345838594364
DF,Serie A,27.0,36,36,3226,1,1850000.0,0.05,0.51,0.03,0.72,48.48,0.825,2.42,0.28,0.18,0.8,0.33,0.95,0.9,1.24,4.32,2.06,-0.1817345838594364
"FW,MF",La Liga,27.0,20,7,604,0,460000.0,0.0,1.66,0.15,2.11,24.23,0.733,3.16,1.05,2.71,2.41,5.27,2.56,1.66,1.96,0.9,1.66,-0.1817345838594364
MF,Bundesliga,25.0,32,20,1797,0,1100000.0,0.0,0.62,0.15,1.34,45.41,0.828,3.39,0.46,0.41,0.41,1.39,3.29,2.11,2.11,2.77,0.57,-0.1817345838594364
DF,Bundesliga,22.0,33,31,2839,3,540000.0,0.06,0.71,0.0,0.68,47.29,0.812,2.89,0.22,0.12,0.98,0.18,1.2,1.41,1.97,4.79,5.25,-0.1817345838594364
"MF,DF",Premier League,31.0,12,10,833,0,3039027.0,0.0,0.62,0.18,1.51,43.89,0.771,4.71,1.16,0.62,1.24,2.84,2.13,0.89,0.98,3.82,2.75,-0.1817345838594364
"FW,MF",Bundesliga,28.0,10,5,432,3,18870000.0,0.68,2.62,0.23,2.73,37.14,0.816,3.19,3.3,0.68,5.24,8.89,1.71,0.46,1.59,0.57,0.8,-0.1817345838594364
"FW,MF",La Liga,27.0,25,13,1062,1,1500000.0,0.09,2.88,0.17,2.01,29.94,0.621,3.75,2.36,1.31,3.75,6.98,1.57,0.87,0.87,0.61,1.05,-0.1817345838594364
DF,La Liga,24.0,34,29,2724,1,170000.0,0.03,0.82,0.07,2.46,69.74,0.805,5.23,1.95,0.55,2.19,5.26,2.97,1.5,1.3,3.31,1.67,-0.1817345838594364
MF,La Liga,30.0,34,19,1998,1,2250000.0,0.08,1.39,0.23,3.52,42.14,0.732,5.26,2.24,1.47,1.24,2.86,1.66,0.7,0.81,0.66,0.39,-0.1817345838594364
"FW,MF",La Liga,32.0,21,1,459,1,390000.0,0.12,2.09,0.12,2.33,32.66,0.695,2.58,1.35,0.86,2.46,4.54,1.11,0.12,1.23,0.86,0.98,-0.1817345838594364
"MF,DF",La Liga,32.0,13,9,815,3,5000000.0,0.23,1.01,0.16,2.64,66.86,0.894,5.59,1.55,0.23,3.26,4.66,1.4,0.62,0.93,0.7,1.01,-0.1817345838594364
DF,La Liga,26.0,1912,197,2403,21,900000.0,0.11,0.68,0.0,1.83,41.79,0.774,1.61,1.76,1.04,1.15,3.8,1.29,0.72,0.75,2.01,0.57,-0.1817345838594364
FW,La Liga,23.0,30,19,1583,3,650000.0,0.16,1.99,0.05,2.67,21.77,0.714,2.15,1.36,0.89,3.61,4.29,0.78,0.16,0.52,0.78,0.84,-0.1817345838594364
"FW,MF",Premier League,23.0,6,0,53,0,3021160.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
DF,La Liga,38.0,26,26,2337,3,2290000.0,0.15,1.06,0.03,0.82,58.65,0.888,3.03,0.38,0.18,1.35,0.27,1.35,1.3,1.32,5.24,3.03,-0.1817345838594364
DF,Premier League,27.0,159,134,1457,0,3202430.0,0.0,1.12,0.2,2.75,47.85,0.721,3.51,2.59,1.02,1.98,5.03,3.1,1.27,1.78,2.54,1.27,-0.1817345838594364
MF,La Liga,29.0,33,28,2314,0,870000.0,0.0,0.47,0.16,1.71,46.79,0.845,4.12,1.21,0.86,0.82,0.78,3.11,0.97,0.93,1.67,1.17,-0.1817345838594364
FW,Bundesliga,28.0,28,25,2208,28,2160000.0,0.9,3.48,0.08,3.52,30.95,0.809,2.35,1.21,0.59,6.18,7.16,0.27,0.23,0.31,1.1,2.7,2.2317403317104554
FW,Ligue 1,27.0,26,17,1484,4,270000.0,0.18,2.3,0.18,2.67,23.41,0.705,2.0,1.09,0.49,4.49,6.67,0.36,0.0,0.36,0.91,2.85,0.7136635217540354
MF,Premier League,26.0,10,2,229,1,906348.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
"FW,MF",Bundesliga,29.0,1113,76,1255,2,1400000.0,0.2,2.56,0.15,3.25,32.23,0.617,2.21,4.04,0.69,4.18,10.09,0.3,0.15,0.44,0.15,0.34,-0.1817345838594364
"DF,FW",Serie A,28.0,105,40,501,10,280000.0,0.18,1.26,0.0,0.9,12.75,0.761,0.72,0.18,0.18,2.16,3.77,0.9,0.54,0.9,0.9,1.08,-0.1817345838594364
DF,La Liga,25.0,6,4,286,0,850000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
"FW,MF",Bundesliga,25.0,27,8,900,5,1140000.0,0.35,1.84,0.18,3.59,26.0,0.751,2.36,4.55,3.15,5.95,12.17,0.53,0.09,0.88,0.35,0.44,0.1102947928615624
"DF,FW",Ligue 1,26.0,106,81,735,0,1030000.0,0.0,0.49,0.0,1.1,39.92,0.699,3.06,1.84,0.86,1.1,4.65,2.94,0.98,0.86,1.35,0.61,-0.1817345838594364
DF,Bundesliga,31.0,20,13,1242,1,1890000.0,0.08,1.08,0.23,2.23,49.69,0.731,4.0,2.38,0.15,2.85,4.77,1.69,1.23,1.38,2.62,1.15,-0.1817345838594364
FW,Serie A,32.0,14,6,655,1,1850000.0,0.14,1.37,0.0,0.96,17.73,0.62,0.96,0.82,0.14,3.98,5.08,0.69,0.0,0.96,0.55,3.3,-0.1817345838594364
FW,Premier League,22.0,30,24,2142,6,755290.0,0.24,2.39,0.1,3.2,33.75,0.764,2.22,4.58,2.02,6.33,11.1,1.68,0.61,1.31,0.87,0.4,-0.1817345838594364
FW,Ligue 1,24.0,14,9,767,1,300000.0,0.44,2.62,0.06,2.18,19.38,0.695,1.99,1.0,1.0,4.49,5.55,0.81,0.06,0.31,1.06,3.93,0.1102947928615624
DF,Serie A,35.0,19,14,1168,0,1920000.0,0.0,0.44,0.06,0.82,67.88,0.888,3.93,0.25,0.0,0.57,0.0,1.77,1.01,1.65,3.87,1.96,-0.1817345838594364
"FW,MF",Bundesliga,32.0,1,0,45,0,600000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
"MF,DF",Serie A,27.0,14,7,633,1,460000.0,0.14,0.84,0.0,2.38,46.26,0.68,3.63,1.68,0.56,1.4,3.77,2.93,1.54,0.98,2.52,1.12,-0.1817345838594364
DF,Serie A,34.0,31,28,2535,1,930000.0,0.04,0.39,0.04,0.25,48.19,0.865,1.63,0.07,0.0,0.71,0.07,1.17,0.99,1.63,5.04,3.23,-0.1817345838594364
FW,Serie A,31.0,1,0,4,0,3150000.0,0.2,2.49,0.1,4.17,37.45,0.7,4.32,2.69,1.52,1.93,5.34,1.37,0.46,0.76,0.15,0.66,-0.1817345838594364
DF,Ligue 1,23.0,10,10,889,0,610000.0,0.0,0.55,0.0,0.74,59.3,0.913,4.23,0.64,0.18,0.64,0.0,1.01,1.65,1.1,3.03,1.84,-0.1817345838594364
FW,Ligue 1,23.0,10,6,499,0,1020000.0,0.0,2.72,0.0,4.4,39.7,0.792,4.78,3.88,1.55,3.1,7.89,1.68,1.03,0.65,0.52,0.52,-0.1817345838594364
"MF,DF",Premier League,27.0,20,9,870,0,3927509.0,0.0,0.28,0.0,1.76,59.32,0.87,5.36,0.63,0.42,0.28,1.06,2.54,0.71,1.9,1.55,0.49,-0.1817345838594364
DF,La Liga,35.0,13,10,956,0,2290000.0,0.0,0.1,0.0,0.31,45.73,0.893,1.04,0.1,0.0,0.42,0.1,1.35,0.62,1.14,5.51,2.29,-0.1817345838594364
"DF,FW",Premier League,29.0,7,7,554,3,3021160.0,0.38,2.0,0.13,3.38,42.06,0.759,3.76,2.25,1.13,3.0,7.76,3.13,1.38,0.88,1.13,0.88,-0.1817345838594364
FW,Premier League,31.0,34,33,2847,17,11480410.0,0.45,2.54,0.3,4.0,32.75,0.828,4.09,3.5,1.26,6.33,9.59,0.63,0.24,0.12,0.15,0.18,1.0250028739255097
FW,La Liga,28.0,17,9,720,1,800000.0,0.13,1.63,0.13,1.75,19.75,0.703,1.5,0.88,1.38,4.13,4.5,0.25,0.0,0.75,1.13,3.88,-0.1817345838594364
DF,Ligue 1,21.0,24,23,2051,1,650000.0,0.04,0.74,0.04,0.85,55.02,0.896,3.26,0.93,0.43,1.67,0.97,1.16,1.55,1.74,4.19,1.74,-0.1817345838594364
DF,La Liga,28.0,1,1,90,0,300000.0,0.0,0.4,0.0,0.8,36.4,0.835,2.4,0.2,0.2,1.2,0.2,1.0,0.8,1.0,4.6,3.4,-0.1817345838594364
MF,Serie A,29.0,37,37,3192,0,3590000.0,0.0,0.31,0.02,2.04,61.99,0.918,4.87,0.89,0.42,0.18,0.98,1.69,0.84,0.78,0.78,0.27,-0.1817345838594364
DF,Bundesliga,25.0,11,7,631,0,1200000.0,0.0,0.0,0.0,0.65,57.58,0.809,5.19,0.91,1.17,0.26,1.82,2.85,1.17,1.69,4.41,1.69,-0.1817345838594364
