position,league,age,goals,assists,annual_wage,non_penalty_goals,shots_total,shot_creating_actions,passes_attempted,pass_completion,progressive_passes,progressive_carries,successful_take_ons,touches_att_pen,progressive_passes_rec,tackles,interceptions,blocks,clearances,aerials_won,goals_against,save_%,save%_penalty_kicks,clean_sheet_%,touches,launch_%,goal_kicks,avg_length_goal_kicks,crosses_stopped_%,def_actions_outside_pen_area,avg_distance_def_actions,penalty_play,play_time
DF,Premier League,21.0,1,1,6042321.0,0.04,0.52,1.48,60.76,0.836,3.79,1.0,0.44,1.26,1.18,2.22,1.18,1.26,3.23,2.27,,,,,,,,,,,,-0.3573753679181039,0.48705670573940724
MF,Premier League,27.0,0,3,2416928.0,0.0,0.36,2.46,48.23,0.764,4.59,0.65,0.68,0.29,0.48,1.94,2.04,1.1,1.52,1.32,,,,,,,,,,,,-0.3573753679181039,2.3248006267583183
DF,Premier League,32.0,3,1,4833857.0,0.07,0.99,1.44,102.21,0.92,4.66,0.92,0.2,1.56,0.37,0.92,0.87,1.51,2.53,1.68,,,,,,,,,,,,-0.3573753679181039,2.432360154689456
MF,Serie A,24.0,6,3,770000.0,0.28,1.99,2.68,58.68,0.882,4.58,1.81,0.44,2.77,4.55,1.31,0.59,0.87,0.97,1.15,,,,,,,,,,,,-0.3573753679181039,2.1127268800349683
MF,Serie A,28.0,0,0,1480000.0,0.07,1.19,4.16,47.23,0.72,5.57,1.19,0.22,2.3,7.28,1.26,0.59,0.59,1.04,0.67,,,,,,,,,,,,-0.3573753679181039,-2.962472144472674
DF,Serie A,23.0,0,1,320000.0,0.0,0.67,2.07,54.08,0.756,3.87,1.3,0.99,0.9,2.61,2.02,0.81,1.21,2.52,0.85,,,,,,,,,,,,-0.3573753679181039,0.7268112895772229
DF,Ligue 1,24.0,3,0,120000.0,0.09,0.47,0.66,58.88,0.827,3.87,0.63,0.41,0.79,0.16,1.17,1.45,0.91,3.24,1.98,,,,,,,,,,,,-0.3573753679181039,1.9809087794698987
"MF,DF",Bundesliga,21.0,0,0,120000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.6227129761194505
"FW,MF",Bundesliga,24.0,1,3,360000.0,0.05,1.52,2.58,30.71,0.728,2.81,5.07,1.01,3.92,7.93,0.83,0.28,0.6,0.46,0.0,,,,,,,,,,,,-0.3573753679181039,1.0493608466656905
DF,Premier League,26.0,0,1,7250785.0,0.0,0.0,0.93,60.27,0.927,3.98,1.19,0.53,0.13,0.13,1.46,0.8,1.73,3.32,0.53,,,,,,,,,,,,-0.3573753679181039,-1.5652646475506073
DF,Premier League,25.0,0,1,1812696.0,0.0,0.21,1.61,53.47,0.751,3.33,0.94,0.1,0.57,1.82,1.4,0.94,1.2,4.0,1.51,,,,,,,,,,,,-0.3573753679181039,0.1714582117019461
DF,Ligue 1,23.0,1,1,450000.0,0.03,0.45,0.85,57.84,0.824,4.54,0.51,0.19,0.94,0.45,1.55,0.77,1.44,4.27,2.0,,,,,,,,,,,,-0.3573753679181039,1.9645468545926035
DF,Premier League,23.0,2,3,550000.0,0.1,0.8,2.56,44.38,0.8,3.5,2.63,0.87,2.11,5.43,2.22,1.07,1.25,2.53,1.0,,,,,,,,,,,,-0.3573753679181039,1.4852897381675605
FW,Serie A,22.0,4,1,560000.0,0.25,2.33,1.84,17.01,0.693,1.47,1.04,0.74,4.11,4.97,1.04,0.0,1.23,0.98,1.41,,,,,,,,,,,,-0.3573753679181039,0.09889929405003685
DF,Serie A,35.0,2,0,1670000.0,0.42,0.69,0.83,56.77,0.861,3.88,1.25,0.0,0.42,1.11,1.11,0.83,1.25,3.18,1.38,,,,,,,,,,,,-0.3573753679181039,-1.5447659211241893
FW,Serie A,23.0,8,3,460000.0,0.3,2.24,1.64,15.86,0.598,0.6,0.34,0.37,3.32,3.96,0.67,0.11,0.63,1.19,3.32,,,,,,,,,,,,-0.3573753679181039,2.1450550139029536
GK,Serie A,28.0,0,1,500000.0,,,,,0.0,,,,,,,,,,,1.41,6.85,0.0,2.05,37.15,5.43,8.31,56.9,0.43,1.21,15.4,-0.3573753679181039,2.999023899574051
MF,Serie A,27.0,8,3,6480000.0,0.29,2.16,3.18,40.06,0.763,3.91,1.81,0.86,2.23,4.13,1.62,0.86,1.37,1.24,0.64,,,,,,,,,,,,1.3199990103336146,0.7892136799474788
DF,Serie A,22.0,1,0,560000.0,0.04,0.7,0.37,48.28,0.842,2.54,0.66,0.04,0.94,0.37,1.64,1.11,2.05,3.93,2.5,,,,,,,,,,,,-0.3573753679181039,0.9082567883653512
DF,Serie A,29.0,0,0,740000.0,0.0,0.57,2.1,51.78,0.808,2.29,1.34,0.76,0.57,4.39,1.34,0.96,1.15,2.48,0.57,,,,,,,,,,,,-0.3573753679181039,-1.8519970363591614
GK,Premier League,30.0,0,0,604232.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.853625327494999
DF,Ligue 1,22.0,0,0,130000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.853625327494999
"FW,MF",Serie A,20.0,4,3,380000.0,0.19,1.92,2.34,33.7,0.655,2.53,3.14,0.66,3.19,6.33,0.8,0.19,0.89,0.75,1.17,,,,,,,,,,,,-0.3573753679181039,1.0615900926077892
"FW,MF",Bundesliga,26.0,5,5,4720000.0,0.16,1.61,3.8,43.83,0.737,5.25,2.7,1.25,2.94,6.03,1.8,0.47,0.86,0.51,0.39,,,,,,,,,,,,2.997373388585333,1.5184614358090798
DF,La Liga,24.0,0,1,3300000.0,0.0,0.58,0.72,50.5,0.829,2.77,0.41,0.27,0.96,0.03,2.46,1.5,0.99,4.65,3.11,,,,,,,,,,,,-0.3573753679181039,1.2912380380957251
"MF,DF",Ligue 1,33.0,0,3,400000.0,0.0,1.04,2.25,36.84,0.753,3.69,1.73,0.75,1.73,5.88,2.13,0.92,0.69,0.98,0.46,,,,,,,,,,,,-0.3573753679181039,0.5026500820024147
FW,Bundesliga,24.0,24,7,5660000.0,0.72,4.06,2.84,17.26,0.674,1.59,2.71,0.82,6.88,7.12,0.16,0.16,0.56,0.45,0.64,,,,,,,,,,,,3.784745054983229,2.3768068064381103
DF,Serie A,33.0,1,1,1260000.0,0.04,0.35,0.59,58.28,0.906,2.4,0.39,0.04,0.63,0.35,1.02,1.18,1.22,2.21,1.26,,,,,,,,,,,,-0.3573753679181039,1.2018025777481978
"MF,DF",Serie A,30.0,0,0,670000.0,0.0,2.23,2.78,40.82,0.668,4.27,1.11,0.0,2.23,4.27,1.86,0.74,2.41,1.48,0.56,,,,,,,,,,,,-0.3573753679181039,-1.77614900354559
GK,Serie A,23.0,0,0,170000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.853625327494999
DF,Bundesliga,24.0,0,0,360000.0,0.0,0.0,0.43,44.93,0.76,1.7,0.99,0.0,0.57,0.14,2.27,0.99,1.7,3.97,1.42,,,,,,,,,,,,-0.3573753679181039,-1.570311782804658
MF,Serie A,28.0,5,0,2590000.0,0.2,2.0,1.91,53.31,0.744,6.8,0.73,0.45,1.38,2.16,1.83,0.77,0.94,2.52,1.67,,,,,,,,,,,,-0.3573753679181039,1.4086251473533045
DF,Bundesliga,21.0,0,4,2400000.0,0.04,0.74,2.78,48.56,0.775,3.25,1.84,0.94,1.68,4.07,1.68,0.98,1.37,2.93,1.45,,,,,,,,,,,,-0.3573753679181039,1.4192962924532806
DF,Serie A,25.0,1,0,1200000.0,0.1,0.79,1.77,64.07,0.765,5.52,2.07,1.48,0.49,3.35,1.87,1.28,1.28,2.56,1.38,,,,,,,,,,,,-0.3573753679181039,-1.1882719951659884
"FW,MF",Bundesliga,27.0,1,4,600000.0,0.06,2.65,2.76,23.05,0.701,2.15,0.83,0.39,3.31,4.47,0.61,0.11,0.28,1.16,3.03,,,,,,,,,,,,-0.3573753679181039,0.4276414903484514
DF,Serie A,25.0,2,1,1670000.0,0.09,0.45,1.04,61.33,0.846,4.41,0.82,0.18,0.73,0.23,0.59,1.27,1.14,2.77,1.91,,,,,,,,,,,,-0.3573753679181039,0.6529879660377005
"FW,MF",Bundesliga,28.0,3,0,3400000.0,0.22,3.21,3.44,35.33,0.715,3.66,2.24,1.34,2.32,4.93,1.42,0.45,1.42,0.6,0.52,,,,,,,,,,,,0.42999629847979226,-0.31193158365829304
MF,La Liga,25.0,1,4,270000.0,0.04,1.12,2.11,35.32,0.812,4.26,2.71,0.47,2.75,4.04,1.76,0.56,0.99,0.73,0.6,,,,,,,,,,,,-0.3573753679181039,1.1388983279453138
DF,Ligue 1,20.0,1,0,3270000.0,0.07,0.33,0.94,81.18,0.886,3.01,0.33,0.33,0.53,0.2,2.2,1.6,1.2,2.34,2.0,,,,,,,,,,,,-0.3573753679181039,-1.0054101806263778
FW,La Liga,28.0,6,3,900000.0,0.31,2.2,2.92,22.13,0.724,2.27,1.2,1.92,4.36,4.57,1.65,0.34,1.24,1.82,2.1,,,,,,,,,,,,-0.3573753679181039,1.7813080847113842
GK,Ligue 1,22.0,0,0,1140000.0,,,,,0.0,,,,,,,,,,,0.97,7.58,4.0,4.29,37.51,2.71,3.75,43.3,0.66,0.83,13.0,-0.3573753679181039,2.4967246070162927
DF,Premier League,30.0,1,3,7250785.0,0.04,0.77,2.6,50.01,0.746,2.96,1.68,0.4,2.16,7.35,1.68,0.99,0.77,2.41,1.65,,,,,,,,,,,,-0.3573753679181039,1.8121051235100962
"FW,MF",Bundesliga,29.0,7,2,520000.0,0.17,1.31,2.64,28.61,0.675,1.99,0.99,0.48,3.75,5.88,1.25,0.45,0.82,1.16,3.1,,,,,,,,,,,,2.107370676731511,1.6903854160670542
DF,Serie A,28.0,5,0,1280000.0,0.19,0.93,1.6,66.21,0.819,7.09,0.74,0.47,1.44,0.55,2.73,1.36,1.67,2.61,1.91,,,,,,,,,,,,-0.3573753679181039,1.2222971815606893
"FW,MF",La Liga,29.0,4,3,1700000.0,0.11,2.14,2.91,37.57,0.663,3.86,3.5,1.76,4.05,8.33,2.01,0.54,1.19,0.84,2.06,,,,,,,,,,,,1.3199990103336146,2.430872946392653
"FW,MF",Premier League,26.0,4,6,9063481.0,0.16,1.48,3.34,54.56,0.747,6.92,1.48,1.56,2.12,4.03,2.57,0.66,0.87,0.85,1.96,,,,,,,,,,,,2.997373388585333,2.0547988729408155
DF,Ligue 1,25.0,0,1,120000.0,0.0,0.44,0.47,60.18,0.876,3.71,0.53,0.16,0.82,0.25,1.54,0.97,1.48,3.58,1.54,,,,,,,,,,,,-0.3573753679181039,2.0656699372910574
MF,La Liga,27.0,0,5,1100000.0,0.0,1.35,2.95,50.06,0.796,4.44,1.42,0.44,0.73,1.71,2.18,1.78,1.78,1.57,1.42,,,,,,,,,,,,-0.3573753679181039,1.7344949479902099
MF,La Liga,29.0,1,0,750000.0,0.05,1.32,1.18,40.93,0.756,2.69,0.18,0.23,1.46,0.5,1.18,1.73,0.64,2.09,3.78,,,,,,,,,,,,-0.3573753679181039,0.6600410500208028
MF,Bundesliga,27.0,0,0,2600000.0,0.05,1.42,1.38,28.78,0.718,2.8,0.81,0.52,2.61,1.94,2.04,1.47,1.75,2.09,1.85,,,,,,,,,,,,-0.3573753679181039,0.23396262300429804
MF,La Liga,22.0,0,0,450000.0,0.0,0.29,2.35,43.09,0.847,3.81,0.73,1.03,1.03,1.17,2.79,0.88,0.88,0.88,1.32,,,,,,,,,,,,-0.3573753679181039,-1.472779755450228
FW,Bundesliga,30.0,2,0,2160000.0,0.13,1.85,2.45,29.96,0.706,1.45,0.26,0.13,5.82,6.02,0.2,0.2,0.4,0.73,5.03,,,,,,,,,,,,1.2173679648776883,0.10055941582425572
"FW,MF",Ligue 1,26.0,4,1,2600000.0,0.21,2.83,2.92,28.57,0.773,3.04,3.5,1.87,4.08,8.66,1.62,0.29,0.79,0.42,0.25,,,,,,,,,,,,2.107370676731511,0.5590908807997651
MF,Serie A,31.0,5,7,7410000.0,0.17,2.08,5.03,67.63,0.784,8.94,3.06,0.96,2.11,4.72,1.29,0.45,1.4,0.45,0.31,,,,,,,,,,,,-0.3573753679181039,1.856658380706254
FW,Premier League,27.0,8,5,3323277.0,0.32,3.02,5.37,37.04,0.836,3.74,4.5,2.23,7.02,10.09,1.19,0.15,0.52,0.26,0.84,,,,,,,,,,,,-0.3573753679181039,2.4443624756084397
"DF,FW",Ligue 1,22.0,1,0,890000.0,0.09,1.1,2.89,42.66,0.761,3.82,2.97,1.36,2.38,8.5,1.19,1.1,0.85,0.51,0.09,,,,,,,,,,,,-0.3573753679181039,-1.2558276643363175
DF,La Liga,35.0,1,0,630000.0,0.08,0.08,1.58,42.63,0.715,3.57,0.33,0.0,0.08,0.25,0.83,1.08,0.58,3.66,1.08,,,,,,,,,,,,-0.3573753679181039,-1.62601103876057
FW,La Liga,26.0,4,0,1500000.0,0.31,3.45,2.51,18.92,0.757,1.78,2.82,0.94,5.12,5.12,0.63,0.0,1.05,1.25,1.25,,,,,,,,,,,,1.3199990103336146,-1.2195127592377026
MF,La Liga,29.0,0,1,780000.0,0.0,0.67,3.29,52.48,0.784,4.89,1.31,0.46,0.42,1.35,2.44,1.47,0.76,0.46,1.26,,,,,,,,,,,,-0.3573753679181039,1.0312637848549295
"FW,MF",La Liga,30.0,5,4,820000.0,0.07,1.91,2.92,30.81,0.644,2.78,2.53,1.48,2.24,6.24,0.97,0.58,1.01,1.01,0.36,,,,,,,,,,,,5.462119433234947,2.30590801056042
"FW,MF",Premier League,24.0,2,2,3927509.0,0.26,3.48,5.41,37.6,0.774,4.89,6.57,3.73,10.69,10.94,2.96,1.03,2.32,0.52,2.06,,,,,,,,,,,,-0.3573753679181039,-1.0889069325599232
DF,La Liga,27.0,0,0,6670000.0,0.0,0.29,0.43,44.86,0.863,1.0,0.0,0.14,0.57,0.0,1.57,1.43,2.29,5.71,1.43,,,,,,,,,,,,-0.3573753679181039,-2.3519696794605087
FW,La Liga,23.0,0,3,800000.0,0.31,2.36,2.98,25.29,0.776,2.2,1.73,1.73,2.83,7.23,1.1,0.63,0.63,0.63,0.79,,,,,,,,,,,,-0.3573753679181039,-1.5273875189959434
FW,Serie A,26.0,6,1,3210000.0,0.73,2.99,2.42,18.42,0.789,2.75,0.97,0.89,4.04,4.04,0.48,0.08,0.4,0.97,1.94,,,,,,,,,,,,-0.3573753679181039,-0.8137560225562732
FW,La Liga,19.0,3,0,1030000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-1.5336510507512107
"FW,MF",Bundesliga,25.0,1,1,500000.0,0.17,2.18,3.36,30.06,0.598,2.85,1.85,2.01,4.03,6.21,1.51,0.34,1.18,0.34,0.84,,,,,,,,,,,,-0.3573753679181039,-1.41036911985212
DF,Bundesliga,27.0,1,0,6600000.0,0.05,0.3,0.8,67.75,0.908,4.66,0.75,0.0,0.35,0.5,1.05,0.9,1.5,4.56,1.0,,,,,,,,,,,,-0.3573753679181039,0.14845992234170116
DF,Bundesliga,31.0,1,0,390000.0,0.04,0.4,0.97,50.85,0.797,3.55,0.61,0.24,0.69,1.33,2.3,1.86,1.45,2.78,1.61,,,,,,,,,,,,-0.3573753679181039,0.7929735261549931
FW,Bundesliga,25.0,1,0,2000000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.8283502776101166
"MF,DF",Premier League,31.0,2,1,604232.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-1.7670629650605865
DF,Premier League,28.0,0,0,9063481.0,0.0,0.37,2.12,61.37,0.822,4.47,0.95,0.66,1.17,2.93,1.32,0.66,1.46,2.93,1.03,,,,,,,,,,,,-0.3573753679181039,-1.0921022720173417
DF,Premier League,22.0,0,0,906348.0,0.0,0.96,1.64,63.56,0.797,2.88,1.37,0.41,1.51,6.16,3.29,0.96,2.19,2.05,1.23,,,,,,,,,,,,-0.3573753679181039,-1.1732723744944762
GK,Bundesliga,34.0,0,0,2600000.0,,,,,0.0,,,,,,,,,,,0.8,7.48,,4.57,28.57,2.14,4.66,35.8,0.92,1.34,17.2,-0.3573753679181039,2.497368251539561
GK,La Liga,25.0,0,0,2080000.0,,,,,0.0,,,,,,,,,,,1.91,6.61,2.0,1.88,41.13,3.84,8.09,46.1,0.47,1.09,14.3,-0.3573753679181039,2.497368251539561
"FW,MF",Premier League,23.0,5,3,1963754.0,0.25,1.69,1.84,21.54,0.667,1.69,2.64,0.9,4.38,4.88,0.95,0.15,0.65,1.64,2.49,,,,,,,,,,,,-0.3573753679181039,0.7161360218633207
"FW,MF",La Liga,22.0,0,0,400000.0,0.38,1.91,3.45,35.04,0.743,6.32,2.68,1.34,1.72,10.34,0.77,0.0,1.34,0.38,0.77,,,,,,,,,,,,-0.3573753679181039,-1.9569819861972257
FW,La Liga,31.0,6,0,600000.0,0.32,2.48,1.74,27.66,0.63,2.16,1.26,0.53,3.43,4.37,1.11,0.53,0.63,1.11,2.48,,,,,,,,,,,,-0.3573753679181039,0.9792035936294383
MF,Ligue 1,24.0,0,1,260000.0,0.0,1.78,2.43,35.29,0.711,5.02,1.62,0.97,1.46,1.78,3.08,1.13,2.1,1.78,1.78,,,,,,,,,,,,-0.3573753679181039,-1.3790304574622358
FW,Serie A,27.0,3,3,2780000.0,0.05,1.66,2.59,20.7,0.823,1.71,1.4,0.93,5.07,8.02,0.52,0.05,0.52,1.14,3.05,,,,,,,,,,,,1.3199990103336146,0.5441182659011025
FW,Serie A,29.0,5,1,640000.0,0.28,2.76,2.48,17.53,0.646,1.52,1.52,0.69,5.25,4.83,0.41,0.14,0.83,0.97,2.9,,,,,,,,,,,,6.352122145088769,-1.606426768653007
DF,Premier League,26.0,1,0,906348.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.1056098595265196
DF,Bundesliga,27.0,1,1,800000.0,0.05,0.64,1.97,42.52,0.741,3.29,2.7,1.08,0.93,3.88,3.0,0.88,1.03,2.06,0.49,,,,,,,,,,,,-0.3573753679181039,0.6464536224868468
DF,Premier League,24.0,1,2,1208464.0,0.05,0.33,1.45,33.44,0.656,1.91,0.79,0.51,1.07,4.11,2.2,0.89,0.7,3.27,0.61,,,,,,,,,,,,-0.3573753679181039,1.3230245483725376
GK,Serie A,24.0,0,0,640000.0,,,,,0.0,,,,,,,,,,,1.26,7.35,0.0,2.11,23.21,5.41,7.68,48.5,0.2,0.11,8.0,-0.3573753679181039,0.3235271100567711
"FW,MF",Ligue 1,22.0,7,4,120000.0,0.37,2.08,4.9,45.75,0.775,5.01,2.56,1.54,4.47,7.78,2.02,0.48,1.12,0.16,0.21,,,,,,,,,,,,-0.3573753679181039,0.5361195972123698
MF,Ligue 1,25.0,7,3,300000.0,0.27,1.88,3.14,37.32,0.814,3.54,1.48,0.72,3.4,5.56,2.37,1.3,0.99,0.81,1.48,,,,,,,,,,,,1.3199990103336146,1.4517932171847558
MF,Premier League,28.0,1,1,3323277.0,0.11,0.97,3.01,69.89,0.874,3.98,0.54,0.32,1.18,1.29,1.83,0.22,0.97,0.86,0.22,,,,,,,,,,,,-0.3573753679181039,-0.9914728035236631
"MF,DF",Bundesliga,40.0,0,0,1400000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.331027227761089
FW,Ligue 1,19.0,3,0,1000000.0,0.5,1.51,3.02,28.99,0.803,1.68,3.85,1.34,3.35,9.05,0.84,0.84,0.5,1.51,0.0,,,,,,,,,,,,-0.3573753679181039,-1.5068887925695256
DF,Serie A,22.0,0,1,1030000.0,0.0,0.34,1.09,65.55,0.925,4.38,0.64,0.3,0.64,0.0,1.83,0.75,1.24,3.44,1.83,,,,,,,,,,,,-0.3573753679181039,0.2080439285961471
DF,Premier League,21.0,0,6,2719044.0,0.0,0.73,2.75,73.74,0.864,4.47,4.11,0.88,2.55,7.02,2.81,0.88,1.46,2.23,0.42,,,,,,,,,,,,-0.3573753679181039,0.6239260641724539
"FW,MF",Ligue 1,28.0,2,3,760000.0,0.27,2.54,3.35,23.04,0.616,1.74,3.75,2.54,6.03,10.85,1.21,0.67,0.4,0.13,1.61,,,,,,,,,,,,-0.3573753679181039,-1.3465774195032312
DF,Ligue 1,34.0,0,0,450000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.9611848554261373
"FW,MF",La Liga,30.0,0,0,500000.0,0.31,2.72,1.75,16.25,0.66,1.49,1.23,0.7,4.47,5.74,0.35,0.09,0.79,1.09,2.45,,,,,,,,,,,,-0.3573753679181039,-2.898951255919371
"FW,MF",Ligue 1,22.0,0,1,120000.0,0.38,2.14,4.28,33.48,0.786,3.78,3.02,1.76,5.41,8.94,1.64,0.25,0.76,0.25,0.25,,,,,,,,,,,,-0.3573753679181039,-2.5146077019832145
FW,Premier League,24.0,0,2,3625393.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.5087170029556294
MF,Bundesliga,23.0,1,0,1920000.0,0.06,1.45,3.29,40.64,0.853,4.1,2.77,2.25,1.85,3.24,2.66,0.98,1.45,0.92,1.16,,,,,,,,,,,,-0.3573753679181039,0.17172902349753227
MF,La Liga,25.0,0,1,1310000.0,0.0,0.59,2.32,42.22,0.822,5.51,1.46,1.24,1.14,1.73,2.59,1.14,0.76,1.24,0.86,,,,,,,,,,,,-0.3573753679181039,0.6479888401700463
"MF,DF",La Liga,23.0,0,5,1000000.0,0.0,0.42,2.28,44.98,0.762,3.63,1.94,0.59,1.05,3.5,2.66,0.89,1.18,3.08,0.46,,,,,,,,,,,,-0.3573753679181039,0.6383570554799443
MF,La Liga,32.0,0,0,1200000.0,0.0,1.67,2.14,51.07,0.841,7.14,1.43,0.36,1.9,4.88,2.38,0.36,0.6,1.07,1.19,,,,,,,,,,,,-0.3573753679181039,-2.1087530669836148
DF,Bundesliga,33.0,1,0,480000.0,0.03,0.4,0.77,51.99,0.868,3.39,0.4,0.07,0.6,0.17,1.55,1.08,0.91,3.46,2.02,,,,,,,,,,,,-0.3573753679181039,1.0309929730593435
DF,Serie A,30.0,0,2,3150000.0,0.0,0.32,1.61,54.64,0.845,3.66,4.02,0.76,1.13,5.3,1.45,0.72,1.33,1.93,0.24,,,,,,,,,,,,-0.3573753679181039,0.3389475728423623
MF,Serie A,26.0,1,4,6110000.0,0.03,0.72,2.42,58.32,0.852,6.61,0.61,0.36,0.78,1.0,2.05,0.72,1.31,2.0,0.83,,,,,,,,,,,,-0.3573753679181039,2.5742057558312332
GK,Bundesliga,35.0,0,0,840000.0,,,,,0.0,,,,,,,,,,,1.97,6.72,1.82,1.47,54.91,6.16,6.5,47.5,0.7,3.03,19.4,-0.3573753679181039,2.497368251539561
DF,Serie A,24.0,0,0,3330000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.2393588936613944
DF,La Liga,33.0,0,0,2400000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.5481522323524155
FW,La Liga,28.0,3,1,630000.0,0.28,2.52,1.82,29.3,0.742,1.4,1.26,1.4,5.89,9.67,1.26,0.14,0.7,0.98,0.98,,,,,,,,,,,,1.3199990103336146,-0.9282227267659469
DF,Premier League,23.0,0,1,3021160.0,0.0,0.25,1.02,60.32,0.869,3.01,0.64,0.42,0.59,0.25,1.23,0.85,1.02,4.02,1.52,,,,,,,,,,,,-0.3573753679181039,0.9039511959527385
GK,La Liga,34.0,0,0,140000.0,,,,,0.0,,,,,,,,,,,1.5,6.96,0.0,1.36,34.68,3.73,7.32,45.8,0.53,0.82,13.3,-0.3573753679181039,-2.686406778150169
MF,La Liga,27.0,2,2,3030000.0,0.11,0.95,2.67,57.66,0.824,6.13,1.03,0.38,1.07,0.95,2.29,0.91,1.18,1.22,0.5,,,,,,,,,,,,-0.3573753679181039,0.8196337634045825
GK,La Liga,32.0,0,0,6300000.0,,,,,0.0,,,,,,,,,,,1.13,7.28,0.0,4.57,38.55,1.72,4.89,32.6,0.46,1.33,17.1,-0.3573753679181039,1.494056955470581
MF,Bundesliga,30.0,4,3,7500000.0,0.13,1.79,2.89,41.79,0.802,4.42,1.73,0.47,2.52,3.26,1.63,0.6,1.3,1.79,0.27,,,,,,,,,,,,1.3199990103336146,0.8653325245566366
GK,Bundesliga,31.0,0,0,750000.0,,,,,0.0,,,,,,,,,,,2.4,6.24,5.0,1.0,51.17,3.62,9.27,48.8,0.52,1.7,16.5,-0.3573753679181039,2.162931152849901
GK,Ligue 1,24.0,0,0,360000.0,,,,,0.0,,,,,,,,,,,0.82,7.84,3.75,5.15,37.61,1.38,4.15,24.5,0.78,0.64,12.3,-0.3573753679181039,2.664586800884391
FW,Serie A,26.0,0,0,220000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.9605412109028686
GK,Ligue 1,33.0,0,0,910000.0,,,,,0.0,,,,,,,,,,,1.12,7.41,2.5,3.64,36.16,3.87,6.06,46.6,0.49,1.24,15.4,-0.3573753679181039,2.327575124101658
MF,Serie A,24.0,4,2,460000.0,0.17,1.26,1.72,31.99,0.787,2.81,1.89,0.84,2.18,3.82,1.09,0.42,0.92,1.51,0.8,,,,,,,,,,,,-0.3573753679181039,1.5925825769170383
GK,Serie A,23.0,0,0,190000.0,,,,,0.0,,,,,,,,,,,1.19,7.5,3.33,3.08,35.66,3.07,7.35,52.6,0.64,1.41,14.6,-0.3573753679181039,1.159619856780921
DF,Bundesliga,26.0,1,0,720000.0,0.0,0.28,0.24,46.36,0.856,2.72,0.28,0.2,0.16,0.08,2.24,1.5,1.85,5.35,1.46,,,,,,,,,,,,-0.3573753679181039,1.1255066970476975
"FW,MF",Serie A,35.0,0,0,1500000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.42999629847979226,-2.482900329479574
"FW,MF",Bundesliga,34.0,6,8,7000000.0,0.26,2.15,3.6,37.49,0.813,3.47,1.71,0.48,4.08,4.74,2.11,0.4,1.05,1.1,0.61,,,,,,,,,,,,-0.3573753679181039,0.4180888434315219
"FW,MF",Bundesliga,26.0,1,0,800000.0,0.21,4.56,3.84,35.77,0.649,3.84,2.38,2.18,4.67,6.74,1.24,0.31,1.24,0.31,0.52,,,,,,,,,,,,-0.3573753679181039,-1.0773213311410925
GK,Serie A,33.0,0,0,1850000.0,,,,,0.0,,,,,,,,,,,1.65,6.75,0.0,2.0,29.6,3.28,6.65,38.9,0.18,0.35,12.0,-0.3573753679181039,-0.17812853797771896
GK,Serie A,32.0,0,0,930000.0,,,,,0.0,,,,,,,,,,,1.52,7.02,0.0,3.75,36.06,1.92,3.96,39.0,0.6,0.91,13.1,-0.3573753679181039,-1.8503140314260191
DF,La Liga,32.0,1,2,2900000.0,0.05,0.73,3.07,54.93,0.739,3.86,1.93,0.89,0.57,3.18,1.98,0.36,0.89,1.51,0.89,,,,,,,,,,,,-0.3573753679181039,-0.056564863012472384
DF,La Liga,33.0,0,0,6250000.0,0.0,0.72,1.73,73.9,0.856,4.74,2.88,0.58,1.58,7.91,1.44,1.01,0.86,2.3,1.44,,,,,,,,,,,,-0.3573753679181039,-2.420466810722542
"MF,DF",La Liga,29.0,6,3,8330000.0,0.18,0.95,2.05,43.06,0.803,3.86,2.46,0.42,2.82,6.38,1.39,0.5,1.28,1.19,0.47,,,,,,,,,,,,-0.3573753679181039,2.0735395792748443
DF,Premier League,27.0,4,5,3021160.0,0.15,0.54,1.65,54.18,0.788,5.04,1.15,0.42,0.69,0.12,1.96,1.46,1.85,4.43,1.35,,,,,,,,,,,,-0.3573753679181039,1.5395287915995197
